G	1	215.02511568666426	6.6989398970551415	2589.5303562734593	1	0.0	0.0	-20.8534622192
G	2	207.68760008428654	6.452454524550934	2742.4037272564115	8	141.026282400858	0.274761969496273	-23.268770909738205
G	4	207.47651678839512	6.718061218999851	2553.107471946205	1	0.0	0.0	-22.0837211609
G	6	236.9656769706191	5.539118369095706	2881.5550004539205	16	207.85882417773593	0.22878413142520668	-23.67979082966352
G	8	198.9422063851532	3.280283723309058	2763.6211999555885	18	170.81987936144677	0.4198883354818461	-22.51530163016723
G	12	197.1216825175121	6.8177986702114675	2627.8605869450644	2	51.136287576182674	0.10573316597836314	-20.975339718394924
G	13	231.561594134479	6.014374557527335	2786.254856297942	23	148.55305042495124	0.24335944040232999	-23.57527550075133
G	16	231.11686444649857	6.309028929927401	3337.9428739910663	1	0.0	0.0	-19.7875728607
G	18	163.96930902851713	0.060784631914662976	2756.623334173379	21	142.88330746701766	0.3636220724386649	-23.036656357821258
G	19	159.58626182061025	1.6089517165995206	2857.9374870600045	42	158.47973147089274	0.4851694901434132	-23.89941235517886
G	21	190.36924489437274	2.783647710287326	3077.4268654003686	2	119.62838142437899	0.08857862628004319	-20.500059135909048
G	22	191.73871612852676	3.7341243710443877	3033.706788167278	2	32.892739791903935	0.04444530296807144	-21.35797820391418
G	23	160.59464840015826	5.717888342315805	2774.8611591081362	12	189.70054139937128	0.3623104266867045	-22.742223551334988
G	25	176.54246035083088	3.7516876439378373	2611.5823209714854	2	24.850606637606454	0.015661128469318036	-21.2444714369944
G	26	191.03926417210695	1.4788752901287778	3020.1702977517753	2	23.176659101097087	0.10268473753404271	-21.261261327128096
G	27	166.20525504924046	-0.8023291614575626	2837.454134982641	4	74.47971069255031	0.09418662066429835	-21.130568569756388
G	28	173.77966043479017	0.4752869627800951	2685.616140049195	1	0.0	0.0	-21.5699367523
G	29	163.5631837172191	5.454302822485604	2708.3579753419153	5	107.01980268273955	0.08078193597842881	-21.200363390123734
G	31	188.4262976726595	3.1467220498392448	2644.0271857357966	2	82.55928095992992	0.017969977999608675	-20.658250005467266
G	33	158.50142202717558	6.110551054801898	2667.6200450742826	2	30.85052808416104	0.006951034582955028	-21.098561218419142
G	35	170.8819903852975	1.9636458848254659	3034.3407563649575	18	186.09560337389226	0.4562773378668703	-22.76949482454157
G	37	189.97011135187012	3.6072576366286713	2752.8956655737347	5	82.08384258914653	0.07286741137181921	-21.50887193532489
G	38	188.39269615073565	5.054296885501597	2744.7056003971047	1	0.0	0.0	-19.7062549591
G	40	187.2523656118899	6.78622656369673	2944.6634940213057	1	0.0	0.0	-20.025209426900005
