rproj_fit_mult,vproj_fit_mult,vproj_fit_offset,gd_rproj_fit_mult,gd_vproj_fit_mult,gd_vproj_fit_offset,mu_HME,mu_HME_dyn,mu_HME_HAMngt7,P_G,C_G,P_H,C_H,mu_HME_dw,P_G_dw,C_G_dw,P_H_dw,C_H_dw,P_G_dwgt1,C_G_dwgt1,P_H_dwgt1,C_H_dwgt1,mu_HME_dwgt1,n_dwgroups,n_Ngt1dwgroups
3,4,200,1,3,200,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,3,300,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,4,0,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,4,100,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,4,200,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,4,300,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,5,0,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,5,100,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,5,200,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,5,300,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
3,4,200,1,6,0,0.1609999999999996,0.3420153021630324,0.22199999999999953,0.9895296807441044,0.901049109231146,0.9348515644796743,0.9609927749942607,0.1623783668193168,0.9993373621713316,0.9038614165965152,0.9926382948276711,0.9495929452878833,0.9626068376068376,0.9615384615384616,0.8783783783783784,0.9662162162162162,0.18125673363863254,7336,130
